id,price
7853370440,637850.0
3448900290,636230.0
263000006,375000.0
1972200882,586500.0
7853270630,544000.0
7852130430,425000.0
7383450250,374950.0
3449000010,294570.0
2690100170,300000.0
9578500920,395950.0
8562900430,800000.0
1442880380,439990.0
3204930170,680000.0
4449800480,677790.0
3862710010,424950.0
301402280,223990.0
2867300170,498000.0
5635100080,359950.0
1624079024,720000.0
9211010840,530000.0
7697000020,295000.0
3832050130,255500.0
3630240020,556000.0
1389600080,277950.0
2781230080,431000.0
7203100660,780000.0
1806900502,649000.0
3022800010,447000.0
6666830250,712198.0
7242800020,277140.0
2867300190,363000.0
8564860130,598992.0
2770603522,585000.0
9544200422,1274950.0
4253400104,380950.0
1085622890,333490.0
9268851630,520000.0
8562780190,315000.0
2767600686,487000.0
7207900080,424950.0
2770601457,542300.0
1773100920,320000.0
1024069027,1139990.0
7853361310,425000.0
6824100029,474950.0
255450250,307635.0
2428100130,834538.0
1042700050,769995.0
7853280250,820875.0
7853410170,595500.0
2708450020,450000.0
7852140170,695000.0
1459920010,300000.0
3438500250,515000.0
1890000169,545000.0
1250200414,365000.0
2564900470,718500.0
2895800780,279800.0
6306800050,486940.0
6928000605,525000.0
3814900950,345000.0
8562770080,613000.0
3831250130,370000.0
3629990020,449500.0
9532000010,515000.0
8562780430,346100.0
2781230020,398500.0
8658301060,310000.0
301402140,250000.0
8923600020,1880000.0
8725950020,695000.0
1121000357,1085000.0
1042700290,864327.0
7308600010,749995.0
7708210050,525000.0
5631500285,659950.0
524059063,1800000.0
7203160190,950000.0
1692900095,1399950.0
3438500346,265050.0
9268850290,450000.0
2419700080,915000.0
1235700052,963000.0
4233800020,270000.0
3278612570,294000.0
6638900461,700000.0
4233600190,1065000.0
7987400285,494900.0
9532000500,415000.0
8564860280,459990.0
8691440440,882990.0
1099950050,620000.0
3304040130,375900.0
8562790480,654000.0
4457300005,1839900.0
8856003839,215000.0
1972200728,630500.0
8691420050,855000.0
6601200020,235245.0
200480020,770000.0
7203170190,734990.0
3885802134,880000.0
9578060420,525000.0
3630200080,775000.0
3876900089,687015.0
3630130130,663000.0
3326059253,815000.0
2224069109,1050000.0
3862700020,433190.0
3629980080,725000.0
7299600950,279950.0
5528600005,272167.0
3052700419,468500.0
9542840630,298000.0
7896300592,303500.0
9268850480,308000.0
3629700020,646800.0
8648900010,530200.0
5422950170,405000.0
2768200213,529000.0
642150080,675900.0
2770601912,570000.0
3304040020,375500.0
3629960170,445000.0
1238900130,1100000.0
6056100114,477000.0
4140940130,450000.0
6824100007,427005.0
1959700225,720000.0
518500460,2230000.0
923059252,450800.0
3052700213,461100.0
2428100080,1061600.0
9276202130,590000.0
3845100670,478830.0
4319200675,760000.0
323059327,1025000.0
3448720020,385000.0
7234600832,500000.0
4045500950,425000.0
7234600098,552100.0
666000143,785000.0
3343903611,615000.0
1760650950,309000.0
5100403818,369500.0
2325400170,391000.0
5700000446,465000.0
9492500010,879950.0
2461900446,372000.0
8669160170,259000.0
3644100101,374000.0
7852090680,561000.0
5693501028,610000.0
3629700080,635000.0
3278600680,235000.0
2738640470,623300.0
7853320950,412500.0
5635100050,380000.0
3629990280,497000.0
6306800020,452000.0
7697000170,312000.0
5057100080,469950.0
5276200020,775000.0
5727500006,679990.0
9268850130,288790.0
9293000170,800000.0
7299601870,299000.0
1760650500,332000.0
7174800094,525000.0
6909200007,620000.0
7853321150,452000.0
1105000402,630000.0
1442870420,485000.0
3682000050,349950.0
1442880080,499990.0
7169500020,510000.0
2911700010,1080000.0
9578060470,494000.0
1776460190,429900.0
3449500050,505000.0
2309710130,272000.0
1972201511,671500.0
7852120050,729950.0
3814900660,471835.0
8141310080,249950.0
7207900050,424950.0
2424059163,1240000.0
2140950130,440000.0
1776230190,495000.0
3524039224,870000.0
5694500840,559000.0
4014400381,495000.0
2838000130,722000.0
8562770430,567500.0
1402970020,440000.0
3943600020,400000.0
1438000430,459995.0
1601600167,365000.0
1773100541,389950.0
1773100924,320000.0
982850080,415500.0
7628700050,775000.0
8673400020,590000.0
8725950170,950000.0
6306800080,378950.0
3362401763,441750.0
301401630,335900.0
6056110780,229800.0
6819100352,645000.0
9297302031,448000.0
7203150080,706000.0
2937300050,988990.0
9521100029,716000.0
832700170,319000.0
6817750440,300000.0
123059127,625000.0
3630200430,773000.0
3448740430,392000.0
1438000190,549995.0
7853320250,480000.0
100300280,355000.0
8862500280,208400.0
1042700080,831548.0
4051150080,279500.0
5592200010,445000.0
7787920080,492500.0
3448740190,435000.0
8822900122,325000.0
4083300098,453000.0
1438000170,612995.0
7853360480,540000.0
522059130,465000.0
4385700185,799950.0
2768301476,495000.0
1862400541,579950.0
8562780280,331000.0
9528101061,580000.0
6056110460,669000.0
2154970020,2351960.0
5694500497,539900.0
7708200670,490000.0
8562770050,627000.0
1441000470,458000.0
6056100293,440000.0
6600000050,1698000.0
1732800199,935000.0
7853360470,641000.0
3438501583,452000.0
7853370250,625000.0
2387600010,1350000.0
8946780080,834950.0
9402800005,1500000.0
5422950080,305000.0
2826079027,659000.0
6003000851,353000.0
7394400080,535000.0
1238501184,999000.0
263000009,375000.0
5101408889,685000.0
7299601410,333000.0
9266700190,245000.0
2424059174,1999950.0
8562780290,329950.0
5100400244,403000.0
3744000130,559630.0
993001976,344000.0
525049174,435000.0
5393600562,430000.0
4187000190,417000.0
2862500190,895950.0
5045700470,563950.0
2924079034,332220.0
8835770170,1488000.0
3630200480,680000.0
8562790080,825750.0
8165500780,338000.0
1442870050,535365.0
1704900303,608000.0
6132600655,930000.0
3421069049,565000.0
7169500130,495000.0
8732900840,667000.0
5379803372,495000.0
2937300430,928990.0
5422950020,345000.0
3797001702,1065000.0
1438000130,519995.0
1853080130,924000.0
741500010,295000.0
3123089027,472000.0
3630080190,405000.0
3782760080,410000.0
8024200684,419500.0
982850020,382000.0
5649600462,370000.0
3449820430,553000.0
9533100285,2065000.0
923059259,455950.0
6431000748,331000.0
3753000010,417250.0
6169901185,490000.0
2309710150,325000.0
1773600264,705000.0
6061500100,1174660.0
1282300995,365000.0
597000593,403000.0
7853321110,409000.0
3278612450,391000.0
1438000120,542525.0
9521100301,339950.0
1442870040,499990.0
644000115,1765000.0
6372000297,608000.0
6600060150,392000.0
774101755,320000.0
2895800750,274800.0
2424039029,325000.0
3448740360,418500.0
3832050580,300000.0
3094000210,269950.0
321030150,358000.0
7694200090,350000.0
3299710110,782000.0
3879900754,779000.0
8732900300,685000.0
6021503698,305000.0
3333000745,350000.0
3630220220,775000.0
9478500180,317750.0
2771602427,438000.0
1498301168,325000.0
8562790580,830000.0
2325400040,353000.0
5045700330,460000.0
3126049498,370000.0
9578140360,330000.0
3343901408,569888.0
7859910110,353900.0
7852120180,695000.0
9268850180,288790.0
6031400092,334950.0
1853080790,869950.0
1624049291,557500.0
7237450100,389990.0
9521100214,455000.0
5693501102,598500.0
6891100590,750000.0
2254501095,729999.0
9478550110,299950.0
993001961,374950.0
9274200028,386950.0
7708200180,535000.0
8691430330,890000.0
8924100308,1050000.0
1070000180,1107460.0
1085623630,436952.0
3278605550,365000.0
1139000062,288000.0
2838000180,700000.0
2725079018,800000.0
7104100110,899000.0
259500230,465750.0
9523100712,485000.0
1438000360,494995.0
1608000120,255000.0
7853361120,530000.0
2461900448,435000.0
1703400910,639000.0
8024200683,440000.0
9544700730,914500.0
